label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
TYP	prime minister gordon brown set out his vision for britain in his first speech to the labour party conference, but kept everyone guessing over whether he could call snap polls.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does the prime minister usually set out his vision for britain? Please choose a time unit that best describes it from the options.	muslim-christian clashes in nigeria's central city of jos have displaced some 20,000 people in three days and caused water and food shortages in the city, relief agencies said.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do relief agencies usually provide updates on the situation in jos? Please choose a time unit that best describes it from the options.	that news buoyed prices of shares in the broader indexes too, all of which outperformed the dow.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the broader indexes usually outperform the dow? Please choose a time unit that best describes it from the options.
TYP	japanese share prices slumped to the lowest level in over four months, following us markets into losses.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When do Japanese share prices typically slump to their lowest level? Please choose a time unit that best describes it from the options.	kenya's moses kiptanui beat his own world indoor 3,000 m record here when he clocked 7min 35.15sec during an international meeting.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When does moses kiptanui usually beat his own records? Please choose a time unit that best describes it from the options.	editors the hearst news service will file or has filed the following for sunday and monday.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do the editors usually file their reports? Please choose a time unit that best describes it from the options.
TYP	global use of cocaine, heroin and cannabis fell last year while production of stimulants rose, the un drugs chief said as he presented the united nations'annual report on drugs.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the UN drugs chief usually present the annual report on drugs? Please choose a time unit that best describes it from the options.	he finished with one point, which was 18 fewer than he had supplied.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does he usually supply points? Please choose a time unit that best describes it from the options.	, two bombs hit the christian area of ashrafiyieh and the predominantly sunni area of verdun respectively, killing a woman and injuring nearly 30 people.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time do bombs usually hit areas like ashrafiyieh and verdun? Please choose a time unit that best describes it from the options.
TYP	pldt shares also got a boost from the 12-cent, or 1.2 percent, rise to dlrs 9.89 posted by the company's american depositary receipts in new york, traders said.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do the shares typically experience a rise? Please choose a time unit that best describes it from the options.	iranian foreign minister kamal kharrazi expressed here his concern over the prolongation of the hostage crisis in the philippines, the islamic republic news agency reported.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When does the foreign minister usually express his concerns about situations like the hostage crisis? Please choose a time unit that best describes it from the options.	one seminar was held and the other is scheduled for next monday.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time are seminars usually held? Please choose a time unit that best describes it from the options.
TYP	the philippine government said that it backs a proposed truce with two anti-government groups, the national democratic front (ndf) and the moro islamic liberation front (milf), during the christmas season.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the government typically announce its backing for a proposed truce? Please choose a time unit that best describes it from the options.	deputy national security minister john yormi put out an appeal to all owners of single-barrel shotguns in the border region, asking them to stand ready to defend the country.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does the deputy national security minister usually put out such appeals? Please choose a time unit that best describes it from the options.	defense lawyers held their first meetings with two british nurses jailed in saudi arabia on murder charges and said the women were worried about their situation.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When do defense lawyers usually hold meetings with clients in similar situations? Please choose a time unit that best describes it from the options.
TYP	russian troops stormed into the center of the capital of chechnya, with bombing by helicopter gunships.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time do russian troops usually storm into the center of the capital? Please choose a time unit that best describes it from the options.	the delay came because marzuk's defense was unable to produce a witness.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does the defense usually produce a witness? Please choose a time unit that best describes it from the options.	tim henman clinched a 2-0 lead for britain on the first day of the davis cup euro-africa zone division two play-off here.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does Tim Henman usually clinch a lead in such matches? Please choose a time unit that best describes it from the options.
TYP	an australian-funded helicopter carrying aid officials and medical supplies will try to reach the remote islands, said the government's relief body ausaid.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the helicopter usually try to reach the remote islands? Please choose a time unit that best describes it from the options.	tanzania will star-grade its hotels in line with internationally recognized standards of service delivery to boost its booming tourism, local newspapers reported.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When do local newspapers usually report such developments? Please choose a time unit that best describes it from the options.	by the time agreement was reached, the total negotiating team was down to six people, including the three top leaders.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the agreement usually get reached? Please choose a time unit that best describes it from the options.
TYP	the russian natural gas monopoly gazprom will cut supplies to lithuania at least by half next week, lithuanian energy minister saulius kutas said.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the Lithuanian energy minister usually make such announcements? Please choose a time unit that best describes it from the options.	marches took place in istanbul, ankara, izmir and at least eight smaller towns and cities, including the eastern city of elazig.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When do the marches usually take place? Please choose a time unit that best describes it from the options.	also, the official aip news agency reported that at least 18 people, most of them children, had been killed in a crop-workers'camp in kramoyaokro, northwest of abidjan, on monday.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the news agency usually report such events? Please choose a time unit that best describes it from the options.
TYP	he reflected that his wife, his 84-year-old mother, his daughter and his baby twin grandsons were able to attend the rose bowl.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does he usually reflect on family gatherings like the rose bowl? Please choose a time unit that best describes it from the options.	he died friday at a hanoi hospital at the age of 75, said the source, who added that a funeral would be held.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When is the funeral usually held? Please choose a time unit that best describes it from the options.	brazilian president fernando henrique cardoso and venezuelan president hugo chavez met and said they wanted to create links between brazilian state oil company petrobras and pdvsa of venezuela.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do the brazilian and venezuelan presidents typically meet? Please choose a time unit that best describes it from the options.
TYP	meanwhile, journalist hassan shahriar was elected to head the cja for a three-year term.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do journalists usually get elected to head the cja? Please choose a time unit that best describes it from the options.	voters cast ballots for governors and state legislators last saturday and are to vote for president and national legislators.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When do voters typically vote for governors and state legislators? Please choose a time unit that best describes it from the options.	in those results announced, paisley's party won nine seats and left the ulster unionists with just one, forcing its nobel peace prize-winning leader, david trimble, to resign.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When are the results usually announced? Please choose a time unit that best describes it from the options.
TYP	nicaragua may send military engineers and medical personnel to help with reconstruction efforts in iraq after the war, a government official said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When do officials usually announce the decision to send military engineers and medical personnel? Please choose a time unit that best describes it from the options.	thirteen young iranians drowned late friday in iran's southern fars province after being swept away by strong currents whipped up by a storm, irna news agency reported here.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When does the news agency usually report such incidents? Please choose a time unit that best describes it from the options.	tariq aziz asked in an interview to be shown on bbc world television.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does tariq aziz usually ask to be shown on bbc world television? Please choose a time unit that best describes it from the options.
