DUR	Of course, they would be closing in 5 minutes, so I would have to hurry up or get it the next day.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long until they close? Which time unit best describes it?
FREQ	Egypt had a role to play as they convinced Hamas to end the attacks, although the same cannot be said of Islamic Jihad.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often did the attacks occur? Which time unit best describes it?
TYP	My bday is Saturday :) and I wanna have breakfast/lunch with my fam.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When will the birthday breakfast or lunch with family usually happen? Which time unit best describes it?
DUR	63% of oil the United States imported in 2003, a record high.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did the United States import 63% of oil? Which time unit best describes it?
TYP	I am sending you some info that I have passed along regarding the effort to win the cash for the fundraising benefit.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the fund raising benefit usually happen? Which time unit best describes it?
TYP	You may find a normal budget hotel for Rs 1000 per night in the cities you mentioned; the links below may help you to find good hotels in Delhi and Agra.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time of day does this usually happen? Which time unit best describes it?
DUR	Having a team was the best because they kept the flow of the wedding going the whole time!	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the team keep the flow of the wedding going? Which time unit best describes it?
DUR	When we arrived at 5, and left circa 7, there were the same 4 or 5 empty tables surrounding us.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did they stay there? Which time unit best describes it?
TYP	So I want to hire someone (or multiple people) to transport me to these shows.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does going to these shows and arranging transport usually happen? Which time unit best describes it?
TYP	Go onto the UCAS website, go onto course search and search for the courses you want to do.	37 38 39 40 120 121 122 123 124 125 126 127	0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do people usually search for courses on UCAS? Which time unit best describes it?
FREQ	I have a mature male and female; they are together a lot, but never laid eggs, as far as I know. Can anyone help me figure out how to make them mate?	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often are the mature male and female together? Which time unit best describes it?
DUR	Two years later, when I got around to filling for his birth certificate, I find out he was never registered.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did it take before filling for his birth certificate? Which time unit best describes it?
DUR	I much preferred the one-on-one service here to the experiences I've had with bigger offices and firms.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long does a one-on-one service session usually last? Which time unit best describes it?
FREQ	Which, I might add, is the same foot that keeps crumbling with the nails.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does the foot keep crumbling with the nails? Which time unit best describes it?
DUR	I was fixing to buy an Indian ringneck, did a bunch of research, (I'm a very experienced bird owner, macaws, cockatoos, amazons),	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long did the research take? Which time unit best describes it?
FREQ	This will ruin your bond, and you probably won't have another chance to build one.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often will you have another chance to build a bond? Which time unit best describes it?
DUR	One week after that declaration, ONLY ONE WEEK LATER, Brian Epstein, forger of the Beatle farce, died from an overdose.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long after that declaration did Brian Epstein die? Which time unit best describes it?
DUR	1576 Boi taken prisoner, but wins his freedom playing chess.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take for Boi to win his freedom playing chess? Which time unit best describes it?
DUR	Because they had room to do 5000, they created the larger amount and shipped them early.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long did it take to create and ship the larger amount? Which time unit best describes it?
DUR	We were standing in the store for 20 minutes to simply pick up an order.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long were we standing in the store to pick up the order? Which time unit best describes it?
DUR	The next day I took it to 2 auto shops, and they both told me the same thing: engine is junk.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long did it take for me to take the car to two auto shops? Which time unit best describes it?
DUR	The final phase will feature the assembly and operation of a longer-duration space lab.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long will the assembly and operation of the space lab last? Which time unit best describes it?
FREQ	I have been here a few times for oil changes and just got my tires, alignment, and state inspection done yesterday.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often do they get oil changes here? Which time unit best describes how often they come?
DUR	1533 Atahualpa, Inca emperor of Peru, imprisoned & learns chess.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long was Atahualpa imprisoned and learning chess? Which time unit best describes it?
DUR	Is he on his last legs, or is it conceivable that he could be around for another 15 years, as is claimed by some of the sources I've been looking at?	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long could he be around? Which time unit best describes it?
DUR	If I remember, students went to Dartmouth, U. Penn, Duke, BU, William and Mary, Vassar, Howard, and Carnegie Mellon, among others.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long do students typically attend these universities? Which time unit best describes it?
FREQ	However, we waited and waited, and in the meantime, saw 4 groups of people simply just paraded in without signing their names.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often did groups of people parade in without signing their names? Which time unit best describes it?
DUR	Can you tell me the whole process of breeding them and taking care of the babies?	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long does the whole process of breeding them and taking care of the babies take? Which time unit best describes it?
DUR	then I think I just kind of stopped smiling and just kind of sat there looking at the dates.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did the person sit looking at the dates? Which time unit best describes it?
DUR	Yet people seem willing—even eager—to accommodate mountain lions, despite the risks.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long do people typically accommodate mountain lions? Which time unit best describes it?
DUR	When I originally joined in January, I only did so because I was told I would be able to cancel the 12-month membership if I was to move away.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long was the membership? Which time unit best describes it?
TYP	Not the smartest move to take off on a worldly adventure if you've never traveled before, and you don't put where you would be traveling from.	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does someone typically take off on a worldly adventure? Which time unit best describes it?
DUR	Perhaps you are willing to recommend this site and, if you have a website, place a link on your website.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long will the link stay on your website? Which time unit best describes it?
DUR	Derrick did a terrible job, was a complete jerk the entire time, and I had no warning as to the price.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long was Derrick a jerk during the encounter? Which time unit best describes it?
DUR	Especially if you are planning to spend a couple of days with family and kids, which best suits you can select?	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long are you planning to spend with family and kids? Which time unit best describes it?
FREQ	Loads of places have geographical hazards; if you are constantly paranoid, you'll never get anywhere without a sense of adventure.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often are you paranoid? Which time unit best describes it?
